CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,Angola,Albania,United Arab Emirates,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,Congo Rep.,Colombia,Comoros,Cape Verde,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt Arab Rep.,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Micronesia,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia The,Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,Hong Kong SAR China,Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,Korea Rep.,Kuwait,Lao PDR,Lebanon,Liberia,St. Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Macao SAR China,Morocco,Moldova,Madagascar,Mexico,Macedonia FYR,Mali,Malta,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Portugal,Paraguay,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela RB,Vietnam,Vanuatu,Samoa,Yemen Rep.,South Africa,Congo Dem. Rep.,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New category,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.837380643,0.498400089,0.915538963,0.486219178,0.661420427,1.324201796,1.248754765,0.644210004,0.365518691,1.279531953,0.515267549,0.45962318,0.373762858,0.488529828,0.812169559,0.75527721,0.565539084,0.512032731,0.63255714,0.385154479,0.834970961,0.620329867,0.740755194,0.385206466,0.403063699,0.563833164,1.156835763,1.429856884,0.649371031,0.553958472,0.689844507,0.573819132,0.833665211,0.609285341,0.706688025,0.897076079,0.588392718,1.003540715,0.835497682,1.188926933,0.575174284,1.571607905,0.568378119,0.621612499,0.513740726,0.369436307,0.527934572,1.05486397,0.80391314,0.370884641,1.344166315,0.92740355,1.29232642,0.761512706,0.755622076,1.196477252,0.59928405,0.823645849,0.435712032,0.342475377,0.489422325,0.796982805,1.026857581,0.724541029,0.607070382,0.911488086,0.703516548,0.480762425,0.776430918,0.752000456,0.563934545,0.361567981,1.393827275,1.335123412,1.077816242,1.15554794,0.692663339,1.130485142,0.753853211,0.509898487,0.441966267,0.365738725,0.565366057,0.788995785,0.712960289,1.073405781,0.410572901,0.606804849,0.510120024,0.61524896,0.444219921,0.524851475,0.71942325,1.327468617,0.821312671,0.792533337,0.651804338,0.567914574,0.468911513,0.669791531,0.446800385,0.584547658,0.820660413,0.548651645,0.541093401,0.478831157,0.609371953,0.396036029,0.580504429,0.648165038,0.528545256,0.641756713,0.409188044,1.233863902,1.551786935,0.394044953,1.049794865,0.863888069,0.409307926,0.536108842,0.529883333,0.527619254,0.576267644,0.556361889,0.770591907,0.95097755,0.542850674,0.633935137,0.577043165,0.434832511,0.777758932,0.660823661,0.609951497,0.711183859,0.483931974,0.440918521,0.526930703,0.941554423,0.780219276,0.929174241,1.331082149,0.512550137,0.5069911,0.550069243,0.531509896,0.579980741,0.501660356,0.395961693,0.558998728,0.793020572,0.799052191,0.491207807,0.683872596,0.387270807,0.395800792,0.535627917,0.739833182,1,0.386164751,0.596305783,0.881716634,0.391273195,0.625291894,0.711535645,0.488167925,0.540274003,0.571369755,0.855100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4596.268431,4108.414124,46309.98211,3916.730427,15871.50014,49358.69872,49679.1107,5574.603802,186.8717489,47374.44813,739.2561276,569.6392934,537.6384971,6798.138189,19625.57958,23674.14021,4802.466744,6377.359692,4665.740059,1695.55733,8622.708675,16358.04693,37093.9909,1816.751008,5746.978872,474.389479,45101.55717,68555.37187,10672.25349,3413.588661,1282.267081,1211.304186,3059.226535,5405.10124,816.4782254,3692.002673,6581.307506,31928.3968,21627.16158,44132.04182,6520.134536,62596.48854,4696.951024,4786.51807,4255.851995,2156.762969,256.4375698,34977.38905,17738.48226,309.9522831,51186.48516,4301.63219,43991.69953,2500.905686,10577.91676,43779.80966,2919.690052,1234.437253,437.8056827,612.0285776,555.6594653,23511.28137,30398.78242,8008.502687,2867.482868,2478.408081,31515.66277,1883.233294,15695.82145,15364.67955,2178.265663,1042.082699,59659.5129,53028.78788,27591.62242,38563.05305,3797.413629,37972.23721,8513.567547,785.7342003,966.3936272,742.5713353,1424.038886,14480.5888,19028.01293,54548.61531,886.7596524,7185.61148,231.447496,6801.653363,2013.911088,826.8271068,14071.26511,112028.5275,14857.88662,40847.05249,2827.287803,1695.973286,471.442351,9559.793164,4685.62208,665.0546888,20765.36892,2135.811338,434.5301501,1107.318275,7599.986676,302.497319,8460.357289,4183.231369,366.6306792,1376.015915,1456.310349,52951.03359,95189.86593,477.9321764,30610.28886,23353.16501,1018.380734,6472.978601,4525.220049,1920.992155,10516.8508,1222.793585,13886.47243,23716.39042,2967.406362,9497.946264,11700.22112,460.8973249,19714.39514,1253.112383,1093.763799,36972.38603,1282.510575,452.6968027,3483.70942,6855.182343,18109.05566,27015.08238,52730.77539,2616.946692,11123.00445,2584.378711,938.4718288,527.690899,4118.401435,709.4374422,3918.917489,3369.211108,21282.79193,4331.240807,10379.49195,503.6045469,454.4041341,3891.037823,9067.504668,48407.07691,1023.119641,6403.602308,11223.21131,1164.563271,2697.378926,3128.727157,1237.999904,5597.967476,198.4957712,1175.351051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,5488.863957,8243.205043,50582.20783,8055.483218,23996.084,37159.50339,39782.91984,8653.395276,511.2508696,37024.82616,1434.703445,1239.361542,1438.448164,13915.5028,24164.38705,31344.9683,8491.838808,12454.98442,7375.99778,4402.278624,10326.95635,26369.91673,50075.91062,4716.304553,14258.2398,841.36498,38987.00109,47945.61792,16434.75452,6162.174302,1858.776968,2110.9512,3669.610409,8871.214967,1155.358796,4115.595946,11185.22937,31815.74629,25885.36394,37119.2212,11335.92846,39829.58367,8263.778762,7700.163813,8284.046359,5837.983242,485.7374069,33158.19863,22065.17268,835.7107553,38080.4701,4638.360713,34040.70275,3284.128638,13998.95145,36590.5909,4871.963554,1498.747617,1004.805126,1787.073228,1135.33739,29500.36213,29603.69869,11053.20798,4723.476802,2719.078964,44797.3297,3917.180706,20215.34832,20431.74232,3862.621437,2882.121075,42802.65853,39718.2668,25599.56081,33372.09277,5482.336678,33589.32886,11293.40225,1540.962017,2186.577797,2030.332813,2518.79091,18353.18905,26688.74161,50818.26115,2159.810477,11841.71729,453.711843,11055.12371,4533.590219,1575.354451,19559.0914,84392.59962,18090.41446,51539.85404,4337.632686,2986.3176,1005.397261,14272.78896,10487.05918,1137.72535,25303.24187,3892.836844,803.0594146,2312.544325,12471.83537,763.8126246,14574.1477,6453.96022,693.6599563,2144.139494,3559.024688,42914.80894,61342.09781,1212.887445,29158.35263,27032.62824,2488.055251,12074.00083,8540.030921,3640.86818,18249.94152,2197.838508,18020.5272,24938.9593,5466.340017,14982.52063,20276.16274,1059.942193,25347.69366,1896.288612,1793.197991,51987.09946,2650.18772,1026.713058,6611.323651,7280.707495,23210.21309,29074.29113,39614.96699,5105.737966,21939.2499,4698.27889,1765.671414,909.8421066,8209.541356,1791.682011,7010.601799,4248.579708,26635.04607,8817.532514,15177.52284,1300.393775,1148.06272,7264.441793,12256.14758,48407.07691,2649.438194,10738.78954,12728.81884,2976.343091,4313.791613,4397.147461,2536.012386,10361.34895,347.4033574,1374.518484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.922922918,1.697578111,1.961676832,1.686832085,1.820477604,2.121954173,2.096477158,1.809027464,1.56290959,2.107051136,1.712032792,1.662401924,1.572596142,1.688891085,1.909646708,1.87810638,1.752462624,1.709297724,1.801099762,1.585634953,1.921671372,1.792622691,1.869674706,1.585693568,1.605373686,1.751150617,2.063271706,2.155292571,1.812492911,1.743477209,1.838751211,1.758775025,1.920991679,1.78482073,1.849227732,1.952829276,1.769667289,2.001534997,1.92194525,2.075155165,1.759799461,2.196344205,1.75463735,1.793519738,1.710743996,1.567539574,1.722580103,2.023196459,1.905209127,1.569238848,2.128453008,1.967268754,2.111372223,1.881677154,1.878304638,2.077904446,1.777632719,1.915740514,1.639199553,1.534629353,1.689683776,1.901448952,2.011510214,1.860062984,1.783239045,1.959750997,1.847274318,1.681930517,1.890102821,1.876218104,1.751228699,1.558189964,2.144208959,2.125521411,2.032544724,2.062787968,1.840522202,2.053264859,1.877286789,1.707483723,1.645389123,1.563170947,1.752329731,1.897074683,1.853065341,2.03076393,1.613390281,1.783049043,1.707672371,1.789050888,1.64759803,1.720036422,1.856984469,2.123024263,1.914508523,1.899017539,1.814117247,1.754283014,1.671090896,1.825939652,1.650113539,1.766819925,1.914163484,1.739296686,1.733272238,1.680182402,1.784882462,1.597734698,1.763805537,1.811685601,1.723082179,1.807370421,1.611922935,2.091267259,2.190832091,1.595545769,2.021104444,1.936457476,1.612050154,1.72925297,1.72418026,1.722320636,1.760624236,1.745357373,1.886824444,1.978170265,1.734680381,1.802044824,1.761208301,1.638322007,1.890845007,1.820085585,1.785295302,1.851981892,1.684784318,1.644358342,1.721753505,1.973845428,1.892216676,1.968097161,2.124204859,1.709736354,1.705000336,1.740417362,1.725511355,1.763413572,1.700409782,1.597653172,1.74741082,1.899284453,1.902575147,1.69126526,1.834975201,1.588014761,1.597476659,1.728863204,1.869133806,2,1.586772629,1.775469021,1.945329034,1.592480097,1.796082798,1.852196662,1.688569241,1.732614071,1.756917248,1.932017015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3.662405384,3.613674214,4.665674613,3.592923682,4.200617977,4.693363702,4.696173813,3.746214007,2.27154365,4.675544164,2.868794933,2.755599939,2.730490358,3.832389988,4.292822491,4.374274215,3.681464366,3.804640912,3.668920539,3.229312479,3.935643713,4.21373145,4.569303561,3.25929541,3.759439601,2.676135049,4.654191537,4.836041491,4.028256132,3.533211187,3.107978493,3.083253218,3.485611638,3.732803833,2.911944607,3.567262007,3.818312183,4.504177112,4.334999525,4.644754021,3.814256557,4.796549971,3.671816032,3.680019703,3.628986516,3.333802418,2.408981653,4.543787388,4.248916458,2.49129484,4.709155309,3.633633273,4.64337074,3.398097314,4.024400145,4.641273869,3.46533675,3.09146902,2.641281394,2.786771701,2.744808717,4.371276299,4.482856189,3.903551326,3.457500832,3.394172816,4.498526445,3.274904124,4.19578405,4.186523507,3.338110846,3.017902186,4.775679703,4.7245117,4.440777238,4.58617141,3.579487905,4.579466185,3.930111586,2.895275657,2.985154057,2.870738181,3.153521849,4.160786221,4.279393438,4.736783731,2.947805924,3.856463732,2.364452487,3.832614495,3.304040293,2.917414706,4.148333145,5.049328628,4.17195704,4.611160723,3.45137002,3.229419007,2.673428594,3.980448496,3.670767258,2.82285736,4.317339651,3.329562888,2.638019916,3.044272467,3.880812831,2.48072153,3.927388704,3.621511886,2.564228803,3.138623457,3.163253936,4.723874442,4.978590715,2.67936627,4.485867428,4.368345748,3.007910175,3.811104171,3.655639703,3.283525591,4.021885713,3.087353152,4.142591936,4.375048591,3.472377023,3.977629708,4.068194069,2.663604187,4.294783457,3.097990022,3.038923545,4.567877479,3.108060955,2.655807427,3.542041923,3.836019011,4.257895804,4.431606296,4.722064158,3.417794876,4.046222111,3.412356155,2.97242124,2.722379604,3.614728677,2.850914106,3.59316612,3.527528224,4.328028599,3.63661233,4.016176096,2.702089643,2.657442274,3.590065452,3.957487788,4.684908858,3.009926422,3.806424352,4.05011714,3.066163089,3.43094196,3.495367692,3.092720611,3.748030371,2.297751259,3.0701676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3.739482467,3.916096103,4.703997782,3.906091597,4.380140374,4.570069901,4.599696655,3.937186542,2.70863406,4.568493028,3.156762141,3.093198016,3.157894216,4.143498903,4.383175783,4.496167835,3.929001742,4.095343189,3.867820777,3.643677526,4.013972342,4.421108758,4.699628856,3.673601842,4.154065915,2.924984431,4.59091983,4.68074892,4.215763222,3.789733979,3.269227283,3.324478194,3.564619959,3.947983103,3.062716875,3.614432731,4.048644894,4.502642115,4.413054275,4.569598856,4.054457096,4.600205767,3.917178682,3.886499964,3.918242521,3.766262844,2.68640155,4.520590929,4.34370733,2.922055991,4.580702301,3.66636452,4.531998517,3.51642016,4.146095507,4.563369423,3.687704031,3.175728505,3.002081842,3.252142349,3.055124941,4.469827347,4.471345975,4.043488342,3.674261787,3.43442182,4.651252127,3.592973607,4.305681229,4.310305403,3.586882146,3.459712221,4.631470744,4.598990289,4.408232515,4.523383442,3.738965703,4.526201326,4.052824797,3.187791934,3.339764934,3.307567234,3.401192117,4.263711538,4.426328097,4.706019801,3.334415644,4.073414689,2.656780116,4.043563607,3.656442263,3.197378284,4.291348676,4.926304365,4.257448517,4.712143184,3.637252773,3.475135994,3.002337698,4.154508844,4.020653719,3.056037435,4.403176167,3.590266202,2.904747678,3.364090066,4.095930369,2.882986832,4.163583167,3.809826284,2.841146624,3.331253036,3.551331001,4.632607183,4.787758624,3.083820501,4.464762984,4.431888272,3.39586002,4.081851202,3.931459443,3.561204955,4.261261477,3.341995778,4.255767492,4.396878326,3.737696642,4.175584884,4.306985768,3.02528218,4.40393845,3.277904437,3.253628244,4.715895587,3.423276637,3.011449086,3.820288418,3.862173583,4.365679128,4.463509135,4.597859298,3.708058522,4.341221775,3.671938793,3.246909886,2.958966032,3.914318895,3.253260933,3.8457553,3.62824377,4.425453452,3.94534707,4.181200895,3.114074882,3.059965615,3.861202248,4.088353982,4.684908858,3.423153793,4.030955331,4.104788106,3.473682992,3.634859162,3.64317103,3.40415137,4.0154163,2.540834011,3.138150585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.697785238,0.470840652,0.790555794,0.538021519,0.645266197,1.117534709,1.187320258,0.492195751,0.329395908,1.213819432,0.45794315,0.401092531,0.347995526,0.445763333,0.742369786,0.758734689,0.512307835,0.42883883,0.631080428,0.32797539,0.740065159,0.630663589,0.630189677,0.391001211,0.420284334,0.510814773,1.12766114,1.333716206,0.619203739,0.478305868,0.608480847,0.521864746,0.635183988,0.546926499,0.638064464,0.825296781,0.543778653,0.978844963,0.687284496,1.136887089,0.574057032,1.512794415,0.550329982,0.510255874,0.460069296,0.323439503,0.463701936,0.997072459,0.759530675,0.310683443,1.287437516,0.896102547,1.22223346,0.740743101,0.573981111,1.291365649,0.496821117,0.79018934,0.426757916,0.305386914,0.451676225,0.631875276,0.983610887,0.684874892,0.557190365,0.857824047,0.706858897,0.454795738,0.716375287,0.715238259,0.516316461,0.387543762,1.311837353,1.765797101,0.90542279,1.118190947,0.589724925,1.020910213,0.623829425,0.471860994,0.361363406,0.332015086,0.539483167,0.784520127,0.827163851,0.894072349,0.350117933,0.563137034,0.499781223,0.63678166,0.38127172,0.554271103,0.638476802,1.2654165,0.737636185,0.727564264,0.59385614,0.453691782,0.400312787,0.674366434,0.420506911,0.511625464,0.78280888,0.458758677,0.478790879,0.447558133,0.529801659,0.373111325,0.519891445,0.681722259,0.469004483,0.556253456,0.391396315,1.1735929,1.497230755,0.350842672,1.107529426,0.687319939,0.380255729,0.517940635,0.492058811,0.482027131,0.554020288,0.478218589,0.666198376,0.903141066,0.44018186,0.620808969,0.546297287,0.390978545,0.687939062,0.583287679,0.543534563,0.695615455,0.480562348,0.407971973,0.510403902,0.830971274,0.746965925,0.861378181,1.314666328,0.540914231,0.540569066,0.450333754,0.466015391,0.482777569,0.474935887,0.314196324,0.429574584,0.708118388,0.65342806,0.454963677,0.663310191,0.344550132,0.361988423,0.442964112,0.623240498,1,0.342763275,0.603787279,0.690789107,0.329166403,0.587594297,0.647172052,0.414623312,0.598008461,0.530385903,0.728814374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3412.718998,3380.894192,44528.99601,3079.144086,15353.91419,40628.99571,45181.46759,3851.325664,162.8275094,43255.39528,632.3608696,474.5899781,467.1363614,5498.035729,17894.16768,24321.06511,3949.842081,4735.953138,4509.322283,1355.879434,7194.078944,16335.95992,32108.9238,1760.60121,5711.728492,413.4814386,43248.50032,59663.77026,10383.49089,2651.260121,1102.882499,1069.856826,2233.308252,4663.542864,734.8228633,3129.818793,5897.527844,27860.27611,17467.432,40402.99008,5915.10601,57021.17318,4297.518094,3845.847296,3574.877893,1757.760484,252.9776299,32118.10202,16392.72413,236.0982163,46538.17128,4075.991405,40341.91492,2434.806287,7994.304825,46847.64413,2317.988501,1099.084759,411.4847069,522.3399183,465.3402625,16110.38226,27288.3265,7373.819386,2561.4419,2258.981381,30594.01784,1710.05132,13376.00923,13534.7055,1871.288406,1068.678519,59577.29278,65566.30917,23274.30029,35826.02346,3022.541954,34094.88711,6771.416639,721.4590107,721.7686908,628.4268517,1316.956881,13658.66039,21590.10558,44902.31827,702.2701311,6052.620352,209.8140849,6655.388333,1614.41111,816.8001863,11584.24118,106919.5314,12638.14729,36606.78267,2416.263549,1230.811876,379.0664996,9191.057357,3891.895346,561.4963327,18368.98839,1631.90104,362.4324248,1008.024395,6182.200111,265.9969075,7218.397454,4234.925154,302.2664078,1130.879787,1330.818111,47770.80121,83556.2493,397.9040179,31996.76021,16305.61341,929.5874437,5669.867438,3794.502643,1680.551326,10529.44237,989.3194596,11157.27319,21845.23526,2259.082735,7856.47606,9146.41636,376.5202283,16048.58205,1083.457884,947.8898048,36766.28089,1191.142463,398.4377298,3283.530558,5753.178227,15583.39903,23441.00062,50558.39553,2690.647766,12155.70159,2065.539632,807.7815699,432.4844132,3737.717255,523.0606517,2606.741439,2943.268847,16591.39187,3799.347874,9312.051871,421.3001839,387.7808445,3068.608998,7012.535692,48070.38469,830.4076942,6278.984959,8329.640488,919.1808885,2392.833398,2693.792991,1019.541278,5930.12741,175.1042702,953.0787078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4890.787042,7180.548614,56326.19019,5723.087231,23794.69786,36213.77368,38053.31146,7824.784467,494.3215905,35635.77428,1380.871992,1183.243121,1342.363123,12333.97932,24104.11633,32054.76888,7709.899815,11043.66678,7145.400302,4134.088952,9720.87235,25902.81128,50951.20564,4502.802453,13590.15322,809.4547386,38352.39042,44734.98185,16769.10236,5543.022358,1812.518017,2050.065338,3516.002125,8526.818264,1151.64361,3792.35551,10845.45671,28462.39922,25415.14044,35538.26099,10304.03894,37692.61217,7808.98412,7537.095588,7770.303137,5434.588128,545.5608658,32212.40517,21582.70189,759.9317613,36147.90674,4548.576968,33006.71781,3286.978015,13927.81866,36277.59819,4665.640054,1390.913168,964.2110693,1710.420106,1030.251841,25496.14281,27743.00983,10766.66624,4597.06783,2633.385471,43281.64784,3760.042539,18671.79043,18923.35222,3624.305146,2757.568623,45415.15199,37131.28147,25705.45003,32039.27161,5125.342042,33396.55797,10854.59641,1528.965139,1997.348595,1892.765954,2441.145453,17410.21029,26101.365,50222.24242,2005.810229,10748.04175,419.8118604,10451.60178,4234.279715,1473.647429,18143.55846,84493.54925,17133.30711,50314.15709,4068.769164,2712.881135,946.9257832,13629.17383,9255.247052,1097.475345,23465.4829,3557.210192,756.9743714,2252.275898,11668.89535,712.9156635,13884.43206,6212.097521,644.4851147,2033.029684,3400.180482,40704.74627,55807.19541,1134.138034,28890.21227,23723.46919,2444.637574,10946.9446,7711.481951,3486.424764,19005.51766,2068.759938,16747.67395,24188.06551,5132.157732,12655.22319,16742.56228,963.020178,23328.49367,1857.501748,1743.936575,52854.31862,2478.642925,976.630151,6433.200339,6923.438161,20862.26226,27213.36707,38457.20731,4974.259525,22486.86126,4586.686239,1733.379595,895.8254088,7869.94068,1664.757389,6068.192903,4156.464368,25391.30607,8350.881767,14038.75893,1222.754383,1071.252063,6927.443811,11251.73302,48070.38469,2422.685728,10399.33297,12058.15264,2792.450502,4072.254295,4162.406245,2458.957922,9916.460708,330.1450306,1307.711184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.843721777,1.672873953,1.897932526,1.730799646,1.809738915,2.048261021,2.074567878,1.69213786,1.5177182,2.084154086,1.660811567,1.603244575,1.541573661,1.649104342,1.870620288,1.88008994,1.709530998,1.632294102,1.800084712,1.515841257,1.869269959,1.799797758,1.799471285,1.592178102,1.623543202,1.708263449,2.052178615,2.125063428,1.79183357,1.679705709,1.784246913,1.717557959,1.802899542,1.737928966,1.804864558,1.916610151,1.735422155,1.99071391,1.837136547,2.055717335,1.758955041,2.179779912,1.740623174,1.707788013,1.66282325,1.509793061,1.66623891,1.99872672,1.880545318,1.49231811,2.10972616,1.952357712,2.087154169,1.869667615,1.7588976,2.11104923,1.696200047,1.897731167,1.630181586,1.484850424,1.654827231,1.800631362,1.992823327,1.835611245,1.746003598,1.933398216,1.849332729,1.657816386,1.855140596,1.854450738,1.712915971,1.588320751,2.117879993,2.246940799,1.956851422,2.048515972,1.770649484,2.008987548,1.795065856,1.673814079,1.557944171,1.521157818,1.731977899,1.89460409,1.917591546,1.951372664,1.544214356,1.750614089,1.698779935,1.803990547,1.581234594,1.743722237,1.805145123,2.102233493,1.867842213,1.86187136,1.773681251,1.656760912,1.602399463,1.828895945,1.623773138,1.708952152,1.893655744,1.661584291,1.680145869,1.650849453,1.724113313,1.571838431,1.715912671,1.833607474,1.671176994,1.745272722,1.592616732,2.069517473,2.175288739,1.54511241,2.044355274,1.837158943,1.580075766,1.714279985,1.692017013,1.683071483,1.743525669,1.679626454,1.82360357,1.95575559,1.643632141,1.792957982,1.737429044,1.592152926,1.83754997,1.765882803,1.735227166,1.842369222,1.681749741,1.610630329,1.707913986,1.919586011,1.873300791,1.935193867,2.11881554,1.733128408,1.73285119,1.6535345,1.66840026,1.683747084,1.676634987,1.497201099,1.633038578,1.850105872,1.815197781,1.657976725,1.82171667,1.53725242,1.558694681,1.646368542,1.794655666,2,1.534994284,1.780883959,1.83934548,1.517415502,1.769077572,1.811019754,1.617653717,1.776707329,1.724591973,1.862616929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3.53310053,3.529031579,4.648642903,3.488430012,4.186219109,4.608836087,4.654960334,3.585610244,2.21172778,4.636040285,2.800964988,2.676318563,2.669443674,3.740207558,4.252711503,4.38598259,3.596579732,3.675407396,3.654111276,3.132221074,3.856975199,4.213144659,4.50662575,3.245660996,3.756767555,2.616456019,4.635971052,4.775710694,4.016343386,3.423452339,3.042529245,3.029325662,3.348948671,3.668715973,2.866182661,3.495519194,3.77067,4.444985416,4.242229061,4.606413507,3.771962532,4.756036148,3.633217714,3.584992036,3.553261212,3.244959697,2.403082119,4.506749873,4.21465113,2.373092706,4.667809314,3.61023326,4.605756509,3.386464415,3.902780704,4.670687756,3.365111277,3.041031185,2.614353699,2.717953217,2.66777063,4.207105845,4.435976903,3.867692496,3.408484509,3.353912651,4.485636516,3.233009144,4.12632656,4.13144881,3.272140727,3.02884708,4.775080765,4.816680737,4.366876633,4.554198606,3.480372338,4.532689257,3.830679536,2.858211662,2.858398039,2.798254733,3.119571556,4.135408107,4.334254766,4.652268764,2.846504197,3.781943434,2.321834639,3.823173401,3.208014138,2.912115828,4.063867591,5.029057047,4.101683412,4.563561561,3.383144302,3.090191678,2.578715405,3.963365476,3.590161153,2.749346924,4.26408524,3.212693819,2.559227045,3.003471043,3.791143059,2.424876588,3.858440791,3.626845739,2.480389885,3.053416442,3.124118702,4.679162525,4.921978937,2.599778324,4.505106007,4.212337141,2.968290249,3.753572905,3.57915486,3.225451781,4.022405372,2.995336552,4.047558067,4.339356726,3.353932136,3.895227791,3.961250967,2.575788313,4.205436667,3.034812034,2.976757852,4.565449701,3.075963707,2.600360457,3.516341062,3.759907828,4.192662191,4.369976146,4.703793283,3.429856848,4.08478003,3.315033532,2.90729394,2.63597046,3.572606445,2.718552051,3.416097956,3.468829934,4.219882821,3.57970906,3.969045386,2.624591649,2.588586352,3.486941554,3.845875085,4.681877598,2.919291365,3.797889443,3.920626257,2.963400986,3.378912462,3.430364219,3.008404814,3.773064024,2.243296737,2.979128767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
