CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,Angola,Albania,United Arab Emirates,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,Congo Rep.,Colombia,Comoros,Cape Verde,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt Arab Rep.,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Micronesia,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia The,Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,Hong Kong SAR China,Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,Korea Rep.,Kuwait,Lao PDR,Lebanon,Liberia,St. Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Macao SAR China,Morocco,Moldova,Madagascar,Mexico,Macedonia FYR,Mali,Malta,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Portugal,Paraguay,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela RB,Vietnam,Vanuatu,Samoa,Yemen Rep.,South Africa,Congo Dem. Rep.,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New category,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3.452800347,3.738318027,4.837034665,3.548049492,4.231412706,4.495946737,4.516474813,3.54182196,2.653675067,4.493836271,3.095025052,2.993208284,3.025346661,3.94772323,4.348030337,4.461816842,3.755273201,3.880639081,3.811265511,3.542135412,3.907334104,4.333241155,4.672040418,3.515072435,4.020145261,2.823462844,4.515619068,4.555131209,4.071530438,3.556672969,3.224203251,3.271357315,3.493406877,3.835115902,3.03137948,3.42614166,3.924095133,4.365438139,4.302400545,4.472442769,3.939924959,4.508936679,3.75533743,3.812957848,3.82479231,3.641268222,2.733569769,4.414242716,4.169460554,2.738100889,4.475125507,3.620957807,4.448545897,3.472961406,4.095324234,4.505583598,3.508358828,3.05991446,2.944683005,3.219535642,2.965332811,4.356411991,4.377682885,3.934812705,3.593149557,3.39290142,4.518809088,3.483670685,4.159387075,4.209180961,3.465562504,3.303197156,4.563928961,4.528785449,4.372371092,4.439774216,3.598913933,4.46816843,3.88941722,3.100156067,3.227817399,3.117476521,3.359946386,4.148128752,4.334943073,4.64395403,3.189831578,3.985875804,2.485434606,3.961633362,3.514893809,3.089995483,4.11266903,4.812436705,4.069145162,4.542773174,3.526787121,3.327089988,2.908590039,4.04441538,3.835027013,2.963742244,4.299544595,3.421296983,2.782915413,3.232434404,3.991178726,2.7922496,4.055724453,3.708203859,2.762017846,3.226575752,3.452629004,4.520938333,4.62808498,2.9901925,4.394697016,4.286358481,3.295263191,3.909703564,3.765351604,3.457166235,4.236512875,3.252468308,4.114244086,4.297835531,3.643773522,3.940858798,4.010748193,2.870806913,4.286655882,3.147567851,3.183660264,4.622422221,3.291129698,2.916581366,3.727142348,3.759396962,4.165940848,4.347724883,4.511820007,3.634526288,4.207296829,3.595891727,3.158404716,2.915609365,3.801791392,3.120344985,3.615518646,3.604097704,4.272576888,3.829644652,4.01272644,2.996810355,2.92944661,3.71843495,3.938671078,4.622513325,3.263197375,3.923542942,3.945539428,3.331542348,3.524469437,3.555462961,3.334501244,3.903232357,2.435150006,3.038286558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.356663196,0.349306926,0.556799599,0.298101409,0.657460631,0.786969716,0.998412743,0.28481645,0.249783848,0.9915614,0.382204205,0.351814942,0.378573376,0.321607482,0.578355412,0.771422874,0.412410651,0.276129042,0.620422952,0.270211213,0.403653649,0.581426691,0.399349737,0.326096566,0.4079817,0.478660863,0.875260579,1.318882774,0.445193712,0.397490405,0.500091925,0.439592572,0.345986157,0.352209914,0.528509959,0.798809867,0.526288337,0.844992646,0.497507081,1.035531845,0.589083325,1.295850642,0.422336361,0.334322976,0.398970307,0.286960201,0.359068349,0.84966757,0.542543968,0.243969017,1.140529865,0.732252048,1.058467325,0.769153799,0.375772584,1.046274348,0.311829039,0.346233737,0.438827051,0.232134993,0.369599183,0.314406898,0.777326845,0.686364959,0.479261848,0.420939615,0.804588345,0.431387786,0.572819758,0.537282195,0.391901709,0.307137186,1.144591565,1.231717596,0.796910445,0.963688225,0.541201503,1.206072113,0.298329794,0.366873055,0.244640188,0.306422283,0.469076244,0.726695068,0.666562223,0.560227263,0.25057656,0.59450295,0.409443632,0.581506748,0.321614234,0.433014328,0.447612042,1.063034213,0.452752488,0.645753363,0.527091961,0.285618163,0.4113274,0.631675503,0.364287502,0.430207319,0.652060494,0.275331923,0.42057779,0.325451938,0.504289841,0.335287044,0.419255489,0.555932577,0.382332344,0.405681683,0.377063469,1.046191287,1.286977665,0.279435682,0.914490003,0.480349423,0.299888765,0.532466443,0.414444229,0.381122088,0.546513916,0.350833027,0.473389524,0.796845242,0.276106401,0.356251898,0.321589268,0.295109744,0.51913698,0.348189926,0.445664524,0.599465851,0.40066611,0.368695735,0.487787101,0.503282603,0.626340374,0.711528201,1.154450165,0.415392332,0.529799783,0.343924638,0.269936067,0.395090393,0.37792996,0.200323103,0.332754,0.53555833,0.515326231,0.446043594,0.515243264,0.354687763,0.294600161,0.232695436,0.450268816,1,0.236368743,0.567066331,0.438677958,0.270105823,0.491923181,0.505974848,0.296953562,0.483884905,0.434563434,0.385259869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,920.1011758,1744.875982,36906.19989,924.5821548,10496.82035,23455.84237,31268.6307,883.614009,108.014551,30039.09224,464.046143,332.2270756,372.9805204,2641.787723,12625.47578,22017.70778,2148.484346,1819.479028,3833.424942,896.3721252,3039.671627,12077.80124,18541.92453,1009.155195,4098.838026,297.6143873,27335.30883,45588.61982,4866.33225,1273.640743,812.3976352,790.8953432,1039.379799,2261.283608,568.7572089,1908.977027,4199.694812,18428.92826,9335.666821,29367.40894,4864.596661,39443.26817,2344.53392,2056.265303,2442.269036,1194.306817,194.576027,21041.5376,7270.283436,117.6976322,31508.87523,2833.905701,28794.07109,2293.57946,4601.604454,31479.92263,922.0297396,375.9648672,374.4268445,361.1578366,342.0758732,5192.769298,17494.44136,5825.387458,1816.949788,984.4977827,23977.01945,1228.134417,7689.956996,8246.995826,1076.219005,565.335483,39717.134,37889.8212,17739.70184,26291.33804,1973.862069,33690.93773,2068.123518,439.5959057,380.5073624,360.1448905,1031.789931,9680.926749,13451.22942,22621.85829,360.0817871,5442.363165,130.912592,4830.052996,984.8101725,510.4294815,5387.26273,64531.98944,4810.669829,17586.37702,1662.707186,548.2904455,317.4220317,6683.228051,2285.693374,388.8183731,12844.58799,646.2369491,234.7954103,527.0560226,4587.656108,198.1132751,4427.459737,2488.997385,222.8992464,510.4169414,1000.857419,33177.35726,49263.51315,258.1178555,21706.95955,9016.815328,546.1541484,3990.736869,2265.946454,1015.780277,8797.991572,609.3874005,5674.737044,15509.12538,1159.397777,2736.974983,2976.137049,202.2732382,9389.535852,471.5243185,642.6130346,22689.52818,745.4855804,291.0060543,2495.569186,2610.971946,8520.588303,14607.2005,35131.20776,1704.174166,8491.503655,1261.853627,293.9101789,318.2552563,2211.874014,238.0120376,1286.013985,2087.435695,8751.647773,2790.004368,4595.287771,326.4841539,236.1053445,1048.522488,3622.297337,39682.47225,396.129969,4452.087539,3241.519616,530.8552522,1580.598054,1699.184211,617.2411934,3647.70412,111.2393513,398.5344753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2579.748028,4995.251606,66282.73429,3101.569225,15965.70177,29793.17748,31318.34096,3102.398087,432.4320877,30294.73742,1214.131443,944.3233817,985.2264946,8214.322958,21829.96048,28541.68386,5209.575316,6589.234567,6178.728441,3317.301735,7530.395517,20772.6983,46430.29112,3094.651403,10046.62226,621.7646159,31231.0522,34566.08935,10930.81983,3204.205,1624.496608,1799.155387,3004.108047,6420.272452,1076.152302,2389.776473,7979.836371,21809.57237,18764.89237,28359.73522,8257.909283,30438.12835,5551.342808,6150.535407,6121.430575,4161.924938,541.891335,24764.43535,13400.35805,482.4286044,27626.52361,3870.123283,27203.55216,2981.951677,12245.71629,30087.63686,2956.843736,1085.870114,853.2446759,1555.809538,925.5320058,16516.07941,22505.90143,8487.303124,3791.142141,2338.810005,29800.35643,2846.938317,13424.74119,15349.46794,2746.145219,1840.661138,34699.8311,30761.77633,22260.59647,27281.99575,3647.185124,27934.43059,6932.339851,1198.223471,1555.375532,1175.32213,2199.620943,13321.85559,20180.00563,40379.78832,1437.013051,9154.476295,319.7328807,8306.099652,3062.085157,1178.781967,12035.56255,60705.46802,10625.38573,27233.89149,3154.491641,1919.662391,771.7016469,10580.16025,6274.421616,903.7930226,19698.46067,2347.119582,558.2686864,1619.458853,9097.260612,590.876619,10560.29046,4477.156924,582.9986653,1258.171032,2654.347347,31712.51537,38278.45228,923.7111514,23736.68326,18771.36705,1821.189093,7494.813842,5467.433959,2665.235915,16098.38527,1736.972731,11987.45802,19463.15868,4199.097788,7682.695869,9254.466332,685.4170095,18086.81756,1354.215856,1441.920998,37849.57582,1860.615513,789.2851118,5116.103281,5187.884362,13603.76668,20529.33458,30431.11675,4102.565295,16027.75977,3668.982937,1088.814036,805.52517,5852.602989,1188.140729,3864.758899,3897.681318,16982.73298,6255.00378,8918.676074,920.4832745,801.4433647,4505.986476,8044.74395,39682.47225,1675.898274,7851.087769,7389.292211,1965.360263,3213.09935,3358.238494,2078.578176,7538.371383,255.9795476,1034.456239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.552258297,1.543207196,1.745698914,1.474364028,1.817869752,1.89595802,1.999310115,1.454565069,1.397564352,1.996319612,1.582295461,1.54631428,1.578150068,1.507326144,1.762194804,1.887292512,1.615329873,1.441112086,1.792687856,1.431703367,1.606008883,1.764494965,1.601353402,1.513346225,1.610640683,1.680027919,1.942137369,2.120206196,1.648549021,1.599326649,1.699049842,1.643050345,1.539058723,1.546801576,1.723053175,1.902443421,1.721223746,1.926852929,1.696799266,2.015163459,1.77017673,2.112554948,1.625658473,1.524166224,1.600940575,1.457821668,1.555177125,1.929249042,1.73443494,1.387334676,2.057106662,1.864660595,2.024677456,1.886013189,1.574925091,2.019645578,1.493916556,1.539369383,1.642293391,1.365740613,1.567731003,1.497492066,1.890603667,1.836555103,1.680572858,1.624219799,1.905573737,1.634867845,1.758017989,1.730202449,1.593177157,1.487332402,2.058650541,2.090511146,1.901409519,1.983936552,1.733358994,2.081373276,1.474696628,1.564515816,1.388527802,1.486320344,1.671243439,1.861352212,1.823840697,1.74836424,1.398940443,1.774154014,1.612194121,1.764554759,1.507335262,1.636502267,1.650901762,2.026547242,1.655860846,1.810066677,1.721886393,1.455785821,1.61418764,1.800494035,1.561444271,1.633677795,1.814287888,1.439856569,1.623846335,1.512486862,1.702680219,1.525416772,1.622478757,1.745022124,1.58244104,1.608185399,1.576414459,2.019611099,2.10957101,1.446281862,1.961178962,1.681557273,1.476960196,1.726292243,1.617466097,1.581064119,1.737601225,1.54510047,1.675218643,1.901373984,1.441076475,1.551757186,1.507301547,1.469983549,1.715281967,1.541816201,1.649008064,1.777764448,1.60278261,1.566668114,1.688230311,1.701811918,1.796810407,1.852192118,2.06237519,1.618458475,1.724111776,1.536463288,1.431260916,1.59669647,1.577411322,1.301731039,1.522123285,1.728806778,1.712082249,1.649377307,1.712012323,1.549846206,1.46923298,1.366787865,1.653471871,2,1.373590046,1.753633863,1.642145813,1.431533948,1.691897289,1.704128928,1.472688539,1.684742074,1.63805318,1.585753773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.963835586,3.241764565,4.56709933,2.965945507,4.021057765,4.370251034,4.495108863,2.946262593,2.033482265,4.477686804,2.666561167,2.521435023,2.571686151,3.421897918,4.101247753,4.342772103,3.332132194,3.259947054,3.583586964,2.952488343,3.48282667,4.081987878,4.268154809,3.00395796,3.612660757,2.473653922,4.436723985,4.658856444,3.687201757,3.105046943,2.909768651,2.898119018,3.016774272,3.354355035,2.754926914,3.280800702,3.623217732,4.265500079,3.970145344,4.467865631,3.687046837,4.595972892,3.37005652,3.313079147,3.387793503,3.077115911,2.289089331,4.323077473,3.861551342,2.070767726,4.4984329,3.452385395,4.459303073,3.360513791,3.662909285,4.498033656,2.964744929,2.575147263,2.573366978,2.557697043,2.534122444,3.715399028,4.242900079,3.765324816,3.259342926,2.993214742,4.379795196,3.089245902,3.885923911,3.916295775,3.031900657,2.752306245,4.598977902,4.578522556,4.248946316,4.419812689,3.295316802,4.527513099,3.315576473,2.643053639,2.580363064,2.556477258,3.013591285,3.985916934,4.12876198,4.354528278,2.556401155,3.735787519,2.116981422,3.683951896,2.993352526,2.707935751,3.731368156,4.809775054,3.682205551,4.245176379,3.220815774,2.739010678,2.501637067,3.824986281,3.359017969,2.589746779,4.108720178,2.810391786,2.370689603,2.72185678,3.661590856,2.296913577,3.64615462,3.39602444,2.3481086,2.707925081,3.000372213,4.520841789,4.69252538,2.411818048,4.336598997,3.955053175,2.737315237,3.601053093,3.355249643,3.006799776,3.944383542,2.784893471,3.753945742,4.190587307,3.064232463,3.437270828,3.473652926,2.305938427,3.972644125,2.673504096,2.80794953,4.355825465,2.872439248,2.463902025,3.397169615,3.416802206,3.930469582,4.16456699,4.54569308,3.231513977,3.928984601,3.10100898,2.468214627,2.502775585,3.344760386,2.376598922,3.109245691,3.319613106,3.94208983,3.445604883,3.662312713,2.513862107,2.373105818,3.020577749,3.558984097,4.598598721,2.5978377,3.648563695,3.510748654,2.724976119,3.198821443,3.230240464,2.790454902,3.562019604,2.046258447,2.600465896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,3.411577289,3.698557368,4.821400416,3.491581479,4.203188013,4.474116824,4.495798748,3.491697524,2.635917912,4.481367193,3.084265706,2.975120743,2.993536082,3.914571774,4.33905295,4.455479591,3.716802321,3.818834968,3.790899108,3.520784976,3.876817787,4.317492913,4.666801407,3.490611735,4.002020074,2.793626003,4.494586616,4.538650248,4.038652736,3.505720294,3.210718809,3.255068674,3.477715549,3.807553458,3.031873739,3.378357281,3.901993986,4.33864715,4.273346078,4.452702172,3.916870108,4.483417944,3.744398047,3.788912923,3.786852928,3.619294243,2.733912207,4.39382843,4.127116403,2.68343305,4.441326239,3.5877248,4.434625617,3.474500601,4.087984194,4.478388079,3.470828373,3.035777881,2.931073587,3.19195643,2.966391442,4.217906962,4.352296412,3.928769713,3.578770068,3.368994943,4.474221459,3.454378058,4.127905922,4.186093326,3.4387235,3.264973843,4.540327361,4.48801141,4.347536797,4.435876137,3.561957808,4.446139823,3.840879845,3.078537822,3.191835263,3.070156914,3.342347846,4.124564722,4.304921283,4.606164038,3.157460712,3.961633504,2.504787301,3.919397137,3.486017264,3.071433483,4.080466394,4.783227812,4.026344705,4.435109703,3.498929381,3.283224857,2.887449427,4.024492246,3.797573698,2.956068984,4.29443229,3.370535217,2.746843269,3.209369918,3.958910636,2.771496805,4.023675863,3.651002317,2.76566756,3.099739682,3.423957754,4.501230691,4.58295437,2.965536187,4.375420035,4.273495902,3.260355041,3.87476085,3.737783546,3.425735657,4.206782317,3.239793,4.078727099,4.289213323,3.623155989,3.885513641,3.96635138,2.835954878,4.257362158,3.131687895,3.158941466,4.578061017,3.269656638,2.897233911,3.708939303,3.714990287,4.133659175,4.312374873,4.48331789,3.613055502,4.204872824,3.564545692,3.036953711,2.906079115,3.767349065,3.074867884,3.587122406,3.590806327,4.230007581,3.796227577,3.950300391,2.964015902,2.903872838,3.653789884,3.905512226,4.598598721,3.224247654,3.894929832,3.868602841,3.293442171,3.506924154,3.526111535,3.317766363,3.877277529,2.408205267,3.014712123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.337233908,0.296447106,0.545703348,0.293544122,0.678790478,0.699293561,0.842932866,0.276880438,0.264724064,0.814252216,0.31964167,0.294854187,0.372436311,0.267928801,0.550875455,0.777857637,0.347641588,0.246846037,0.651568064,0.276887558,0.380073071,0.58577936,0.373518292,0.30918442,0.315247651,0.40175025,0.783364238,1.13635173,0.430938263,0.395118963,0.419876897,0.372556062,0.307341089,0.386134249,0.427603974,0.646892291,0.549236084,0.695304443,0.437370176,0.886385619,0.619132902,1.051617737,0.536810845,0.305745819,0.367964468,0.319988188,0.298784338,0.6901925,0.449270676,0.221646976,0.944154097,0.600207465,0.851656669,0.787607103,0.319897424,0.940688591,0.3005225,0.300134876,0.38785849,0.300421411,0.313135066,0.265725998,0.62109173,0.700692637,0.475118033,0.413882486,0.871767172,0.439454566,0.47516708,0.445506097,0.34906527,0.286321512,0.944756383,0.996508267,0.730861674,0.795617004,0.540429096,1.146634483,0.26574512,0.339777812,0.223459238,0.311886664,0.39896056,0.75657716,0.615280907,0.53404795,0.235565132,0.59700374,0.36761278,0.573281877,0.314781922,0.313354064,0.386385979,0.879336338,0.403655291,0.655639828,0.463671067,0.26052952,0.369996788,0.678717568,0.310531775,0.361265779,0.561322162,0.26306866,0.409512084,0.298089651,0.453100074,0.396584191,0.413977011,0.402889507,0.326310394,0.39900068,0.387016747,0.848806418,1.141208283,0.28317882,0.724018823,0.457363911,0.278566469,0.537032778,0.406979856,0.395656337,0.550336654,0.310083355,0.448306592,0.666381029,0.282066149,0.299683725,0.295805558,0.277495912,0.503857714,0.320976974,0.377121688,0.620410403,0.446913369,0.371624202,0.483946795,0.461658549,0.496685211,0.586935961,0.96041635,0.286034354,0.502591562,0.348926894,0.229409635,0.372647674,0.367364527,0.178203963,0.261639288,0.48752372,0.482236695,0.404800041,0.406462417,0.358380198,0.311954639,0.219567616,0.522956179,1,0.240300399,0.596786108,0.458485943,0.261629951,0.436997317,0.45967426,0.285303387,0.335582535,0.458525417,0.353112966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,839.5045121,1363.334633,34062.42574,779.8928417,10077.54435,20071.96613,25679.0944,763.1012122,117.2814013,24465.3335,378.6587084,260.6935797,347.2186123,2030.788523,11591.41017,22514.94472,1706.501954,1479.465321,3704.536765,893.9468885,2810.695347,11756.28144,16868.3921,897.3943459,3006.59407,263.1597031,23425.22643,39350.44275,4487.150018,1135.44795,688.8559652,648.2987607,919.6870144,2376.083803,451.7082245,1479.592818,4114.566905,14862.45444,7685.088816,24325.66645,4684.383595,32344.31979,2973.657145,1742.55761,2191.009606,1286.192278,170.3394647,16611.71338,5386.3902,110.2764144,25993.83997,2257.544661,23494.40841,2257.773626,3836.796681,27322.01729,779.3845906,311.6396199,326.0799482,442.5269099,305.571649,3893.297438,13292.349,5331.902973,1765.85072,962.4740206,24665.89,1197.148441,5974.075765,6535.293936,909.8873302,486.640454,31286.34589,30979.11448,17195.49106,21435.1393,1901.580379,31235.58818,1658.031146,398.4099451,321.726538,337.0772587,842.1898386,10185.96229,12093.7573,18620.35233,317.0602296,5447.780468,174.5545683,4512.802281,903.8964049,348.346432,4082.923995,50582.82854,3983.019109,15778.5127,1362.532449,458.6781966,262.7418198,7031.971054,1827.628145,307.1697219,10849.75028,571.6020188,217.4614874,460.2801817,3939.281863,223.4600948,4130.678017,1716.40546,183.6698779,457.4736505,995.3579835,27110.60685,42291.82522,251.0438722,16715.11651,8685.382437,483.0318719,3861.127279,2123.92563,1004.990581,8629.685285,529.9294838,5183.822606,12758.54288,1135.295391,2101.740987,2375.162934,186.641748,8639.144179,406.9865782,513.3625289,21691.28789,785.6490382,275.7603666,2381.152897,2246.207819,6439.476749,11599.90192,28118.9848,1131.251069,8340.302808,1269.941768,221.8337338,287.8071867,1988.733736,190.6763421,969.9702443,1834.844998,7050.255428,2365.758861,3576.22786,310.6316442,238.1551263,879.4750486,4089.104312,38175.37638,383.3494997,4277.77725,3666.652442,477.0998779,1353.976704,1453.506954,576.4238637,2439.991779,111.9710813,349.2834202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2489.383459,4598.913626,62419.30869,2656.816412,14846.32545,28744.7064,30463.98527,2756.067631,443.0326416,30046.38245,1184.634995,884.1440651,932.2899032,7579.582776,21041.79825,28944.81411,4908.796914,5993.474062,5685.571427,3228.555644,7395.144678,20069.47025,45160.81931,2902.456549,9537.244958,655.0330786,29903.3646,34628.75244,10412.51243,2873.686296,1640.614118,1740.137462,2992.398498,6153.517349,1056.370501,2287.232107,7491.435878,21375.46305,17571.13134,27443.661,7566.038864,30756.72714,5539.487831,5699.366932,5954.405382,4019.499235,570.1084134,24068.23222,11989.18712,497.5317788,27531.35323,3761.273883,27586.71334,2866.624258,11993.83426,29044.69933,2593.431738,1038.331911,840.7188624,1473.020544,975.8461518,14651.54886,21401.5875,7609.474814,3716.65691,2325.476562,28294.12575,2724.16885,12572.57924,14669.37035,2606.639528,1699.629381,33115.78142,31087.66429,23527.69569,26941.52991,3518.649148,27241.10312,6239.178149,1172.560219,1439.754922,1080.768424,2110.960138,13463.21675,19655.6681,34866.44288,1345.955692,9125.203249,474.8326984,7871.873263,2871.500371,1111.670383,10566.95693,57523.86925,9867.377443,24065.82398,2938.575524,1760.561326,710.119191,10360.6734,5885.478685,850.2596688,19328.91844,2172.824457,531.0258128,1544.099838,8694.065816,563.461933,9978.037206,4260.238675,562.8686102,1146.54855,2571.873158,31939.68173,37058.81374,886.520651,23086.5773,18990.09132,1733.99144,7189.742304,5218.748783,2540.059356,15680.73872,1708.990424,11563.1193,19146.01757,4024.926047,7013.196958,8029.473646,672.5927851,17145.99962,1267.961912,1361.264931,34962.80492,1757.94481,742.0409254,4920.278262,4865.51765,12964.90535,19763.48818,29277.9114,3954.948252,16594.59379,3639.564019,966.976535,772.3305608,5413.515977,1069.989345,3707.280557,3763.601492,14619.90658,5844.265375,8798.421969,866.7656468,763.428705,4005.486166,7819.210252,38175.37638,1595.292817,7168.024178,7997.306124,1823.567509,3098.363883,3162.036858,2020.389139,7270.914084,244.1981996,989.1548983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.527931235,1.471947214,1.736956618,1.467673389,1.831735742,1.844659529,1.925792987,1.442292273,1.422793421,1.910758949,1.504663391,1.4696073,1.571052016,1.4280194,1.741053422,1.89090012,1.541131725,1.39242616,1.813959789,1.442303441,1.5798671,1.767734065,1.572311875,1.490217602,1.498651859,1.603956156,1.893963741,2.055512778,1.634415057,1.596727874,1.623121979,1.571191635,1.487620626,1.586738325,1.631041733,1.810831976,1.739759062,1.842175005,1.640849166,1.947622701,1.791783884,2.021857902,1.729821281,1.485360527,1.565805883,1.505133948,1.475357828,1.838970236,1.652508073,1.345661811,1.975042882,1.778301392,1.930264552,1.896309624,1.505010742,1.973445877,1.477876994,1.477316465,1.588673302,1.477730881,1.495731704,1.424434046,1.793155746,1.845527554,1.676801514,1.616877049,1.940400511,1.642913982,1.676846345,1.648853652,1.542906641,1.456853979,1.975319835,1.998480906,1.863835188,1.900704056,1.732738723,2.059424998,1.424465298,1.531195015,1.349198314,1.493996806,1.600929965,1.878853226,1.789073439,1.727580252,1.372111007,1.775977052,1.565390601,1.758368213,1.498009782,1.496035331,1.587021358,1.944155021,1.606010649,1.816665328,1.666209997,1.415856939,1.568197954,1.831689091,1.492106046,1.557826825,1.749212189,1.420069113,1.612266722,1.474346898,1.656194133,1.598335398,1.616976224,1.605185957,1.513630908,1.600973635,1.587729758,1.928808655,2.057364915,1.452060768,1.859749857,1.660261893,1.444928839,1.730000793,1.609572914,1.597318126,1.740628439,1.491478454,1.651575125,1.823722625,1.45035097,1.476663158,1.47100633,1.443256589,1.702307912,1.506473879,1.576481509,1.792679071,1.650223347,1.570103989,1.684797618,1.664320882,1.696081229,1.768590719,1.982459545,1.456418197,1.701215193,1.542734444,1.360611654,1.571298414,1.565097218,1.250917359,1.417702958,1.68799575,1.683260254,1.607240547,1.609020395,1.554344005,1.494091449,1.341568287,1.718465298,2,1.380754491,1.775818705,1.661326025,1.41768746,1.640478771,1.662450186,1.455306927,1.52579935,1.661363414,1.547913665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
