CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,European Union (28 countries),Belgium,Bulgaria,Czech Republic,Denmark,Germany,Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES kainos - BVP,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,25000,28900,10000,20700,30600,28900,17500,36500,22500,26200,26900,15200,26000,23600,14300,15500,15400,19600,33100,30900,13600,19600,10400,22100,16900,29400,31200,29500,30200,45400,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,109.4,40.1,61.9,136.3,102.5,68.4,118.2,88.6,89.9,110.1,64.5,100.8,88.1,66.7,57.5,64.5,70,105.8,107,60.1,81.4,55.9,77.6,60,116,118.5,116.3,159.2,135,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.397940009,4.460897843,4,4.315970345,4.485721426,4.460897843,4.243038049,4.562292864,4.352182518,4.418301291,4.42975228,4.181843588,4.414973348,4.372912003,4.155336037,4.190331698,4.187520721,4.292256071,4.519827994,4.489958479,4.133538908,4.292256071,4.017033339,4.344392274,4.227886705,4.46834733,4.494154594,4.469822016,4.480006943,4.657055853,4.556302501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.039017322,1.603144373,1.791690649,2.134495856,2.010723865,1.835056102,2.072617477,1.947433722,1.953759692,2.041787319,1.809559715,2.003460532,1.944975908,1.824125834,1.759667845,1.809559715,1.84509804,2.024485668,2.029383778,1.778874472,1.910624405,1.747411808,1.889861721,1.77815125,2.064457989,2.07371835,2.065579715,2.201943063,2.130333768,2.079904468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,23600,27900,9000,18900,29300,27300,15600,34400,21800,24800,25600,13700,24700,22000,12500,13600,14900,18600,31000,29800,12300,18700,9100,20700,15000,27000,29100,28900,29200,43800,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,108.6,38.2,60.9,137.3,103,64,121.1,86,90.5,111,65.5,102.5,88.8,57.6,54.1,59.8,69.1,106.8,105.4,58.2,81.4,50,74.8,55.2,116.9,120.7,113.1,150.2,132.8,129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.372912003,4.445604203,3.954242509,4.276461804,4.46686762,4.436162647,4.193124598,4.536558443,4.338456494,4.394451681,4.408239965,4.136720567,4.392696953,4.342422681,4.096910013,4.133538908,4.173186268,4.269512944,4.491361694,4.474216264,4.089905111,4.271841607,3.959041392,4.315970345,4.176091259,4.431363764,4.463892989,4.460897843,4.465382851,4.641474111,4.51851394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.035829825,1.582063363,1.784617293,2.137670537,2.012837225,1.806179974,2.083144143,1.934498451,1.956648579,2.045322979,1.8162413,2.010723865,1.948412966,1.760422483,1.733197265,1.776701184,1.839478047,2.028571253,2.022840611,1.764922985,1.910624405,1.698970004,1.873901598,1.741939078,2.067814511,2.08170727,2.053462605,2.176669933,2.123198075,2.112939976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,22500,27000,8200,17800,27800,26100,13800,32500,20400,22900,24700,12800,23700,20900,11100,12300,14200,18000,29400,28200,11500,17900,7900,19600,13500,25700,27400,27900,29300,39900,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,107.6,36.7,57.5,137.9,103.7,60.1,120.9,85.4,91.5,110.5,63.3,103.7,88.4,51.9,51.5,62,67.8,107.2,106.1,55.6,81.9,47,73.2,52.9,116.9,120.9,111.3,151.5,132.9,134.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.352182518,4.431363764,3.913813852,4.250420002,4.444044796,4.416640507,4.139879086,4.511883361,4.309630167,4.359835482,4.392696953,4.10720997,4.374748346,4.320146286,4.045322979,4.089905111,4.152288344,4.255272505,4.46834733,4.450249108,4.06069784,4.252853031,3.897627091,4.292256071,4.130333768,4.409933123,4.437750563,4.445604203,4.46686762,4.600972896,4.487138375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.031812271,1.564666064,1.759667845,2.139564266,2.015778756,1.778874472,2.082426301,1.931457871,1.961421094,2.043362278,1.80140371,2.015778756,1.946452265,1.715167358,1.711807229,1.792391689,1.831229694,2.030194785,2.025715384,1.745074792,1.913283902,1.672097858,1.864511081,1.723455672,2.067814511,2.082426301,2.046495164,2.180412633,2.123524981,2.129367596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,21600,26300,7500,16900,27200,25000,12400,30900,20300,21900,23700,12200,23200,19700,10100,11200,13600,17300,28000,27700,11000,16700,7400,18800,12300,25200,27400,27000,28400,35800,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,106.6,35.1,53.3,134.4,106.6,57.8,119.7,82.7,90.3,111.8,61.2,103.8,88.2,49,48.5,59.7,67.6,108.1,104,48.9,85.2,38.2,72.8,51.3,116,118.7,110.9,128.6,127.7,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.334453751,4.419955748,3.875061263,4.227886705,4.434568904,4.397940009,4.093421685,4.489958479,4.307496038,4.340444115,4.374748346,4.086359831,4.365487985,4.294466226,4.004321374,4.049218023,4.133538908,4.238046103,4.447158031,4.442479769,4.041392685,4.222716471,3.86923172,4.274157849,4.089905111,4.401400541,4.437750563,4.431363764,4.45331834,4.553883027,4.477121255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.027757205,1.545307116,1.726727209,2.128399269,2.027757205,1.761927838,2.07809415,1.91750551,1.95568775,2.048441804,1.786751422,2.016197354,1.945468585,1.69019608,1.685741739,1.775974331,1.829946696,2.033825694,2.017033339,1.689308859,1.930439595,1.582063363,1.862131379,1.710117365,2.064457989,2.074450719,2.044931546,2.109240969,2.106190897,2.130655349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,20700,25600,7000,15900,25700,24000,11300,29300,19200,20900,23100,11300,23000,18300,9100,10300,13000,17000,26800,26500,10100,16400,6500,17300,11500,23300,25700,25400,26000,32299,28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,104.2,33.9,52.3,136.3,108.8,57,120.3,81.7,89.3,111.2,60.2,101.3,88.7,47.9,47.1,56.4,68.5,109.9,104.9,49.6,83.7,37.4,74.7,47.8,119.8,121.3,109.8,129.3,135,138.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.315970345,4.408239965,3.84509804,4.201397124,4.409933123,4.380211242,4.053078443,4.46686762,4.283301229,4.320146286,4.36361198,4.053078443,4.361727836,4.26245109,3.959041392,4.012837225,4.113943352,4.230448921,4.428134794,4.423245874,4.004321374,4.214843848,3.812913357,4.238046103,4.06069784,4.367355921,4.409933123,4.404833717,4.414973348,4.509189076,4.460897843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.017867719,1.530199698,1.718501689,2.134495856,2.036628895,1.755874856,2.080265627,1.912222057,1.950851459,2.046104787,1.779596491,2.005609445,1.94792362,1.680335513,1.673020907,1.751279104,1.835690571,2.040997692,2.020775488,1.695481676,1.922725458,1.572871602,1.873320602,1.679427897,2.078456818,2.083860801,2.04060234,2.111598525,2.130333768,2.141449773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,20400,25700,6500,15000,26300,23400,10200,28300,18400,20600,23600,10700,23000,18100,8400,9100,12500,16900,27300,26000,9900,16400,6000,16900,11100,23500,25000,24800,26600,31600,29300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,101.5,33.5,54.5,131,110.4,56,117.7,77.4,86,106.1,59.2,99.1,86.3,50.4,48.1,55.4,69.8,105.8,105,55.6,83,37.1,73.2,43.7,117.6,119.7,117,124.3,142.3,141.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.309630167,4.409933123,3.812913357,4.176091259,4.419955748,4.369215857,4.008600172,4.451786436,4.264817823,4.31386722,4.372912003,4.029383778,4.361727836,4.257678575,3.924279286,3.959041392,4.096910013,4.227886705,4.436162647,4.414973348,3.995635195,4.214843848,3.77815125,4.227886705,4.045322979,4.371067862,4.397940009,4.394451681,4.424881637,4.499687083,4.46686762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.006466042,1.525044807,1.736396502,2.117271296,2.042969073,1.748188027,2.070776463,1.888740961,1.934498451,2.025715384,1.772321707,1.996073654,1.936010796,1.702430536,1.682145076,1.743509765,1.843855423,2.024485668,2.021189299,1.745074792,1.919078092,1.56937391,1.864511081,1.640481437,2.070407322,2.07809415,2.068185862,2.094471129,2.1532049,2.151063253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,0.242187325,0.206411779,0.420027539,0.258278015,0.220947723,0.219082533,0.530996636,0.339294496,0.241908544,0.260285028,0.208883772,0.367049796,0.150980538,0.263857893,0.538639293,0.536849687,0.347655208,0.227120978,0.258195269,0.227978007,0.425968732,0.230222785,0.415668776,0.282719788,0.435935327,0.265235902,0.252096663,0.223899731,0.164810249,0.401435355,0.250824681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,19700,24500,5900,14500,25300,22900,9200,26300,17100,19400,22800,10000,23400,17800,7600,8300,11500,16100,26400,24900,9400,15900,5500,15800,10400,22800,24200,23900,26100,31800,28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,100,103.4,33.5,48.7,132.6,111.5,55.6,115.9,78.3,86.3,107.2,57.9,94.3,85.8,51.8,47.6,50.3,71.2,105.8,107.1,59.1,82.3,36.9,72.5,42.4,118.1,117.9,117.6,118.7,133.1,142.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,4.294466226,4.389166084,3.770852012,4.161368002,4.403120521,4.359835482,3.963787827,4.419955748,4.23299611,4.28780173,4.357934847,4,4.369215857,4.250420002,3.880813592,3.919078092,4.06069784,4.206825876,4.421603927,4.396199347,3.973127854,4.201397124,3.740362689,4.198657087,4.017033339,4.357934847,4.383815366,4.378397901,4.416640507,4.50242712,4.45331834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2,2.014520539,1.525044807,1.687528961,2.122543524,2.047274867,1.745074792,2.064083436,1.893761762,1.936010796,2.030194785,1.762678564,1.974511693,1.933487288,1.71432976,1.677606953,1.701567985,1.852479994,2.024485668,2.029789471,1.771587481,1.915399835,1.567026366,1.860338007,1.627365857,2.072249898,2.071513805,2.070407322,2.074450719,2.124178055,2.152594078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
